contrast_id	contrast_label	direction	gene_rank	gene_id	gene_symbol	mean_group_a	mean_group_b	delta_log2CPM	z_effect	rank_score	marker_panel_gene	mean_max	low_interpretability_symbol	housekeeping_or_technical	interpretation_boundary	n_group_a	n_group_b	abs_z_effect
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	25	ENSG00000152518	ZFP36L2	9.27067857160434	6.39623998558114	2.8744385860232	1.43842933579851	4.83378366587467	FALSE	9.27067857160434	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.43842933579851
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	26	ENSG00000171223	JUNB	9.42615065553416	6.54445518921301	2.88169546632115	1.42585691664683	4.82244016458477	FALSE	9.42615065553416	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.42585691664683
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	27	ENSG00000038427	VCAN	9.5759196908802	5.5942418849302	3.98167780595001	1.41350647908466	4.80975435827506	FALSE	9.5759196908802	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.41350647908466
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	28	ENSG00000147649	MTDH	8.4080893030166	7.20775418037942	1.20033512263718	1.4782371551874	4.78047372975768	FALSE	8.4080893030166	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.4782371551874
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	29	ENSG00000141753	IGFBP4	8.98950459514309	4.09524390221079	4.8942606929323	1.43932515682123	4.77915415320433	FALSE	8.98950459514309	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.43932515682123
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	30	ENSG00000067082	KLF6	8.86773734689196	7.70689500790427	1.16084233898769	1.44491298319131	4.77214201868299	FALSE	8.86773734689196	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.44491298319131
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	31	ENSG00000062716	VMP1	7.40149552844205	6.47698902705155	0.924506501390506	1.55080181178276	4.76196363006435	FALSE	7.40149552844205	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.55080181178276
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	32	ENSG00000189058	APOD	9.06037212473264	3.21143254280119	5.84893958193145	1.42529141862321	4.74709236755985	FALSE	9.06037212473264	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.42529141862321
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	33	ENSG00000108654	DDX5	9.35936125460622	8.48200746299017	0.877353791616049	1.40645024442598	4.74376419591504	FALSE	9.35936125460622	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.40645024442598
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	34	ENSG00000100453	GZMB	8.41842853056847	2.68244808575607	5.7359804448124	1.45944795268752	4.72202395213648	FALSE	8.41842853056847	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.45944795268752
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	35	ENSG00000152583	SPARCL1	9.01634589795872	3.47649907431296	5.53984682364576	1.41899807502988	4.71715314206109	FALSE	9.01634589795872	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.41899807502988
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	36	ENSG00000175602	CCDC85B	7.1894181031338	5.42502549336121	1.76439260977259	1.55416880081813	4.71497661017969	FALSE	7.1894181031338	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.55416880081813
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	37	ENSG00000271503	CCL5	7.76525630740019	3.98861913268036	3.77663717471982	1.50490998076522	4.71307147628309	FALSE	7.76525630740019	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.50490998076522
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	38	ENSG00000172543	CTSW	8.33734668171254	2.27935669561737	6.05798998609517	1.45952792168929	4.70407695345029	FALSE	8.33734668171254	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.45952792168929
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	39	ENSG00000102265	TIMP1	9.68679908641032	8.01190435882497	1.67489472758536	1.37470622033055	4.69841303942381	FALSE	9.68679908641032	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.37470622033055
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	40	ENSG00000110651	CD81	10.0529948795167	8.71935514511603	1.33363973440069	1.35428862799939	4.69445927543707	FALSE	10.0529948795167	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.35428862799939
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	41	ENSG00000265972	TXNIP	9.66429415571695	6.97785660412177	2.68643755159517	1.37388601497916	4.69143134774368	FALSE	9.66429415571695	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.37388601497916
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	42	ENSG00000125730	C3	8.10671044083665	4.18941554427227	3.91729489656437	1.47154023469409	4.68969573864034	FALSE	8.10671044083665	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.47154023469409
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	43	ENSG00000127314	RAP1B	8.23502962265595	7.25803107762674	0.976998545029208	1.46205380271507	4.68897700449674	FALSE	8.23502962265595	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.46205380271507
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	44	ENSG00000116044	NFE2L2	7.47557440209894	6.04282484940169	1.43274955269725	1.52037197448153	4.68777985364636	FALSE	7.47557440209894	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.52037197448153
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	45	ENSG00000120129	DUSP1	9.38164086555152	6.75209484524264	2.62954602030888	1.38765012727524	4.68465490536399	FALSE	9.38164086555152	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.38765012727524
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	46	ENSG00000132329	RAMP1	8.40653511167131	3.34740008415249	5.05913502751883	1.4478184798856	4.6817576361353	FALSE	8.40653511167131	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.4478184798856
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	47	ENSG00000168610	STAT3	7.37588676332877	5.87486055348042	1.50102620984835	1.52619405418071	4.67968021457658	FALSE	7.37588676332877	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.52619405418071
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	48	ENSG00000103266	STUB1	6.68930586657054	6.22872950676706	0.460576359803484	1.58977397600749	4.67847170008307	FALSE	6.68930586657054	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.58977397600749
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	49	ENSG00000128016	ZFP36	8.89669652226279	5.99855154956193	2.89814497270086	1.41456772341964	4.67790054543083	FALSE	8.89669652226279	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.41456772341964
Decidua_vs_Villi_all	Decidua versus villi across conditions	up_in_group_a	50	ENSG00000172500	FIBP	6.45766458288635	6.01527560769055	0.442388975195793	1.6089051338336	4.66377178308114	FALSE	6.45766458288635	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	8	8	1.6089051338336
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	1	ENSG00000133112	TPT1	12.3518687556486	12.8183429351552	-0.466474179506568	-1.46448144703701	5.54820658476271	FALSE	12.8183429351552	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.46448144703701
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	2	ENSG00000164346	NSA2	7.12155183449924	7.52538478290717	-0.40383294840793	-1.78296477354108	5.51250799373718	FALSE	7.52538478290717	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.78296477354108
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	3	ENSG00000104408	EIF3E	8.00312424729048	8.440416346989	-0.437292099698523	-1.68209888822925	5.44806680434148	FALSE	8.440416346989	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.68209888822925
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	4	ENSG00000204628	RACK1	10.4443099920394	10.9563684353698	-0.512058443330387	-1.47705607775421	5.28742850430013	FALSE	10.9563684353698	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.47705607775421
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	5	ENSG00000125868	DSTN	8.22357416330289	8.76578278209354	-0.542208618790644	-1.59744314279868	5.2519708314416	FALSE	8.76578278209354	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.59744314279868
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	6	ENSG00000167658	EEF2	9.03824825907977	9.5754454460602	-0.537197186980427	-1.54221127111521	5.24759982549803	FALSE	9.5754454460602	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.54221127111521
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	7	ENSG00000175061	SNHG29	8.82061822222344	9.4505059492278	-0.629887727004359	-1.54205514112287	5.22062904546168	FALSE	9.4505059492278	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.54205514112287
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	8	ENSG00000234741	GAS5	7.72460551142054	8.59154743706304	-0.866941925642493	-1.58461938036744	5.16865379719963	FALSE	8.59154743706304	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.58461938036744
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	9	ENSG00000196531	NACA	10.3429484779527	10.7141711908443	-0.37122271289158	-1.44828491048768	5.14167643671071	FALSE	10.7141711908443	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.44828491048768
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	10	ENSG00000145741	BTF3	9.39419704968689	9.73896410394066	-0.344767054253767	-1.48637589485495	5.09051479295434	FALSE	9.73896410394066	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.48637589485495
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	11	ENSG00000269893	SNHG8	6.29417451329351	6.76435906627856	-0.47018455298505	-1.72055006676375	5.08743743497432	FALSE	6.76435906627856	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.72055006676375
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	12	ENSG00000082153	BZW1	7.40792091359109	7.77292521802813	-0.365004304437036	-1.61986298476876	5.07512463606678	FALSE	7.77292521802813	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.61986298476876
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	13	ENSG00000188257	PLA2G2A	3.40495698863121	8.07240537460447	-4.66744838597326	-1.59298723107202	5.06806514722005	FALSE	8.07240537460447	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.59298723107202
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	14	ENSG00000153774	CFDP1	6.37267011682215	6.63249146368482	-0.259821346862673	-1.72039500621969	5.0444632210379	FALSE	6.63249146368482	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.72039500621969
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	15	ENSG00000168385	SEPTIN2	7.10192582473995	7.38437154637291	-0.282445721632964	-1.62631860961412	4.98906190863518	FALSE	7.38437154637291	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.62631860961412
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	16	ENSG00000164919	COX6C	9.19067010880259	9.98612346929104	-0.795453360488445	-1.43509846717594	4.96201153711505	FALSE	9.98612346929104	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.43509846717594
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	17	ENSG00000198498	TMA16	4.75187158353301	5.17730138018588	-0.425429796652867	-1.85993125937066	4.88599611746068	FALSE	5.17730138018588	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.85993125937066
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	18	ENSG00000169100	SLC25A6	8.82020479594018	9.20197426135407	-0.381769465413885	-1.45619810417185	4.87939432994211	FALSE	9.20197426135407	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.45619810417185
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	19	ENSG00000146278	PNRC1	8.44208439992468	9.53395286722732	-1.09186846730264	-1.42848446548725	4.85252602337533	FALSE	9.53395286722732	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.42848446548725
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	20	ENSG00000144895	EIF2A	5.86810456356267	6.21460127994292	-0.346496716380247	-1.70111023972985	4.84972863538235	FALSE	6.21460127994292	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.70111023972985
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	21	ENSG00000181350	LRRC75A	4.84972416817765	5.63177607098587	-0.782051902808222	-1.76050039200873	4.80510148417914	FALSE	5.63177607098587	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.76050039200873
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	22	ENSG00000135486	HNRNPA1	9.06406173022477	9.43589714702027	-0.371835416795498	-1.4164068447886	4.79238809157772	FALSE	9.43589714702027	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.4164068447886
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	23	ENSG00000111142	METAP2	6.7308085644643	7.332865456291	-0.602056891826696	-1.55584875280506	4.75904990306429	FALSE	7.332865456291	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.55584875280506
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	24	ENSG00000173473	SMARCC1	6.08896977924148	6.40543322299441	-0.316463443752928	-1.64072532369461	4.73937314261807	FALSE	6.40543322299441	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.64072532369461
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	25	ENSG00000107317	PTGDS	6.85189667227795	10.3426862644934	-3.49078959221549	-1.34407031010734	4.70920630435569	FALSE	10.3426862644934	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.34407031010734
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	26	ENSG00000170144	HNRNPA3	8.10268574964902	8.39949462945348	-0.296808879804457	-1.44564258007496	4.67315990504362	FALSE	8.39949462945348	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.44564258007496
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	27	ENSG00000132432	SEC61G	7.80166575422182	8.26813387126353	-0.466468117041713	-1.45422354292061	4.67137157809161	FALSE	8.26813387126353	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.45422354292061
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	28	ENSG00000221869	CEBPD	8.92869705460529	9.970034053459	-1.0413369988537	-1.35062454388631	4.66707784272908	FALSE	9.970034053459	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.35062454388631
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	29	ENSG00000173674	EIF1AX	7.7471100262214	8.00580637665737	-0.25869635043597	-1.46353990987128	4.64067351459581	FALSE	8.00580637665737	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.46353990987128
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	30	ENSG00000177606	JUN	8.75952096430485	10.0415482608208	-1.282027296516	-1.33109329695138	4.61206600096221	FALSE	10.0415482608208	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.33109329695138
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	31	ENSG00000215021	PHB2	6.69919342073769	7.12742939908956	-0.428235978351871	-1.52294879306785	4.60356826942767	FALSE	7.12742939908956	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.52294879306785
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	32	ENSG00000125743	SNRPD2	7.78696532891934	8.15556443440233	-0.368599105482989	-1.43929371307936	4.59803797643656	FALSE	8.15556443440233	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.43929371307936
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	33	ENSG00000137876	RSL24D1	6.53095776016933	6.94904649680353	-0.418088736634195	-1.52396628978305	4.5578506688538	FALSE	6.94904649680353	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.52396628978305
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	34	ENSG00000171490	RSL1D1	6.87398548895949	7.33738284625928	-0.463397357299782	-1.48782357504481	4.55213695250614	FALSE	7.33738284625928	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.48782357504481
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	35	ENSG00000175390	EIF3F	7.78433024088136	8.06396978263312	-0.279639541751761	-1.4286711671094	4.54337868499697	FALSE	8.06396978263312	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.4286711671094
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	36	ENSG00000120129	DUSP1	8.63772926174432	9.82798782783584	-1.19025856609152	-1.31590887415889	4.52237516618085	FALSE	9.82798782783584	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.31590887415889
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	37	ENSG00000105176	URI1	6.03161149680133	6.41413266579279	-0.382521168991459	-1.56246833585855	4.5159677481562	FALSE	6.41413266579279	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.56246833585855
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	38	ENSG00000067082	KLF6	8.48643286155532	9.09652003809395	-0.610087176538631	-1.35345794716912	4.514846370392	FALSE	9.09652003809395	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.35345794716912
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	39	ENSG00000185650	ZFP36L1	8.73395915396607	9.50702496339353	-0.773065809427454	-1.32661810635159	4.50158977454383	FALSE	9.50702496339353	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.32661810635159
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	40	ENSG00000100219	XBP1	7.48255697242454	8.30320589393971	-0.820648921515173	-1.39781707164322	4.49779506885115	FALSE	8.30320589393971	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.39781707164322
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	41	ENSG00000004487	KDM1A	4.90927156765591	5.4567231281633	-0.54745156050739	-1.65704998339525	4.45879368111236	FALSE	5.4567231281633	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.65704998339525
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	42	ENSG00000125148	MT2A	8.36720137496212	9.25143104086334	-0.884229665901227	-1.31409246812253	4.41239846669956	FALSE	9.25143104086334	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.31409246812253
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	43	ENSG00000111678	C12orf57	7.04699095649408	7.74188994548724	-0.694898988993163	-1.40792559462726	4.40391412774495	FALSE	7.74188994548724	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.40792559462726
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	44	ENSG00000113328	CCNG1	4.91524896662263	5.26944616841802	-0.354197201795394	-1.6581206545048	4.39126394383737	FALSE	5.26944616841802	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.6581206545048
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	45	ENSG00000112096	SOD2	8.63593041504525	9.26230323111576	-0.626372816070512	-1.30427837687801	4.38143972872968	FALSE	9.26230323111576	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.30427837687801
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	46	ENSG00000163479	SSR2	8.40313121244139	8.8550121584793	-0.451880946037907	-1.32433527497885	4.37144222513367	FALSE	8.8550121584793	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.32433527497885
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	47	ENSG00000147677	EIF3H	7.660030575003	7.91984660219566	-0.25981602719266	-1.38037763095029	4.35787826979103	FALSE	7.91984660219566	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.38037763095029
RM_decidua_vs_Control_decidua	RM decidua versus control decidua	down_in_group_a	48	ENSG00000197766	CFD	9.33170117829934	10.8400428581952	-1.50834167989585	-1.22002130810794	4.35011090190255	FALSE	10.8400428581952	FALSE	FALSE	Exploratory pseudobulk programme candidate; not a standalone biomarker claim	3	5	1.22002130810794
